lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
pendragon,the supreme war chief of the ancient Britons,5,-4.253168490607454,-4.203748280946435,0.19999999999999996
yuma,a member of the North American Indian people of Arizona and adjacent Mexico and California,9,-4.40738590792375,-4.402851147443146,0.0
vigorously,with vigor; in a vigorous manner,3,-5.620983741890696,-6.027348766295169,0.0
tabby,a cat with a grey or tawny coat mottled with black,6,-4.250518417056664,-4.234196052313929,0.33333333333333337
sharpest,(of something seen or heard) clearly defined,5,-3.680643912825437,-3.4231348365495466,0.0
futon,mattress consisting of a pad of cotton batting that is used for sleeping on the floor or on a raised frame,10,-4.695185499591405,-4.841603764902478,0.0
realises,earn on some commercial or business transaction; earn as salary or wages,7,-4.708437213445258,-4.782849809640838,0.0
wicket,cricket equipment consisting of a set of three stumps topped by crosspieces; used in playing cricket,10,-4.515770649196408,-4.611481564432664,0.09999999999999998
salve,semisolid preparation (usually containing a medicine) applied externally as a remedy or for soothing an irritation,10,-5.156262644513539,-5.103054700197919,0.19999999999999996
doings,manner of acting or controlling yourself,3,-4.106405989947162,-3.925728437342285,0.0
cinematic,of or pertaining to or characteristic of the cinema,3,-5.279688995289899,-5.279688995289899,0.33333333333333337
rhyming,compose rhymes,2,-5.512742228790339,-5.512742228790339,0.0
cannae,ancient city is southeastern Italy where Hannibal defeated the Romans in 216 BC,8,-4.747122269738339,-4.687966979259396,0.125
alaskan,a native or resident of Alaska,3,-4.995290276943199,-4.891260249099443,0.0
vigor,forceful exertion,2,-6.08446148136949,-6.08446148136949,0.5
redskin,(slang) offensive term for Native Americans,5,-4.80272954358549,-4.7966619138511675,0.0
prioritize,assign a priority to,2,-5.186845072851183,-5.186845072851183,0.0
kurosawa,Japanese filmmaker noted for blending Japanese folklore with western styles of acting (1910-1998),9,-4.784101643997248,-4.435615067772801,0.0
bested,get the better of,2,-2.4246013846391614,-2.4246013846391614,0.0
bellied,swell out or bulge out,2,-5.503953220217939,-5.503953220217939,0.0
wiggling,move to and fro,2,-4.644070758588277,-4.644070758588277,0.0
pent,produce a literary work,3,-4.458040870727597,-4.796175642297861,0.0
disband,cause to break up or cease to function,4,-4.354195222616915,-4.406966535703962,0.0
grouse,flesh of any of various grouse of the family Tetraonidae; usually roasted; flesh too dry to broil,10,-4.679203472274327,-4.59491014153785,0.19999999999999996
kinship,a close connection marked by community of interests or similarity in nature or character,8,-4.344072232312293,-4.3020952483274915,0.0
cheapskate,a miserly person,2,-3.5900404074690657,-3.5900404074690657,0.5
rowboat,a small boat of shallow draft with cross thwarts for seats and rowlocks for oars with which it is propelled,10,-4.558195340075455,-4.1354581587629475,0.30000000000000004
wile,the use of tricks to deceive someone (usually to extract money from them),7,-4.152576846428907,-4.19084346304169,0.0
idiocy,extreme mental retardation,3,-4.745147001114237,-4.745147001114237,0.33333333333333337
discern,detect with the senses,2,-5.102596051742321,-5.102596051742321,0.0
lobbyist,someone who is employed to persuade legislators to vote for legislation that favors the lobbyist's employer,9,-4.928722359934458,-5.176101451677215,0.11111111111111116
womanizer,a man who likes many women and has short sexual relationships with them,7,-3.4819949644583943,-3.3863836351075483,0.0
psychoanalysis,a set of techniques for exploring underlying motives and a method of treating various mental disorders; based on the theories of Sigmund Freud,14,-4.843458159740221,-4.815386307885797,0.0714285714285714
biotech,the branch of molecular biology that studies the use of microorganisms to perform specific industrial processes,10,-4.698865342572164,-4.749661192700071,0.09999999999999998
fatally,with fatal consequences or implications,3,-5.12898955058781,-5.085858586498623,0.0
aurelius,Emperor of Rome; nephew and son-in-law and adoptive son of Antonius Pius; Stoic philosopher; the decline of the Roman Empire began under Marcus Aurelius (121-180),14,-4.802694075387606,-4.619515783735295,0.2857142857142857
obscurity,the quality of being unclear or abstruse and hard to understand,5,-4.2325317668237386,-4.043037093529335,0.19999999999999996
blossoming,the time and process of budding and unfolding of blossoms,5,-4.544761170321989,-4.662608940732502,0.0
hmong,a people living traditionally in mountain villages in southern China and adjacent areas of Vietnam and Laos and Thailand; many have emigrated to the United States,16,-4.401254176339335,-4.26599732429756,0.125
redheaded,having red hair and usually fair skin,5,-4.033998015500673,-4.0370685849321015,0.0
spacing,the time between occurrences of a repeating event,4,-4.324412796439535,-4.360161023512594,0.0
wedgie,a shoe with a wedge heel,3,-4.84032485852121,-4.802145681486885,0.0
twinkling,a very short time (as the time it takes the eye to blink or the heart to beat),8,-3.501572428943886,-3.4638485226747537,0.0
overpowered,overcome by superior force,3,-4.591354163185772,-4.7675179376395755,0.0
shunt,a passage by which a bodily fluid (especially blood) is diverted from one channel to another,7,-4.845419827752461,-4.949049632677037,0.0
trimester,a period of three months; especially one of the three three-month periods into which human pregnancy is divided,8,-4.397641979815449,-4.510890516685392,0.125
imposition,the act of imposing something (as a tax or an embargo),5,-4.613042333881355,-4.533455374030108,0.0
copernicus,Polish astronomer who produced a workable model of the solar system with the sun in the center (1473-1543),9,-4.6252289755880085,-4.592618536307235,0.11111111111111116
thoroughbred,a well-bred person,2,-3.5900404074690657,-3.5900404074690657,0.5
outgrown,grow too large or too mature for,3,-4.547716474752279,-4.317326232567054,0.0
heaving,an upward movement (especially a rhythmical rising and falling),6,-4.560380729054111,-4.415013693071141,0.16666666666666663
unzip,open the zipper of,2,-4.468694248528544,-4.468694248528544,0.0
spinner,someone who spins (who twists fibers into threads),5,-4.652167598586618,-4.8733645476891905,0.0
strutting,"to walk with a lofty proud gait, often in an attempt to impress others",8,-4.692339897767405,-4.370057898311107,0.0
noun,"a content word that can be used to refer to a person, place, thing, quality, or action",9,-3.913399493461873,-3.5900404074690657,0.0
rothschild,any of family of powerful Jewish bankers in Europe,5,-4.423799137583686,-4.553102880754589,0.0
overhearing,"hear, usually without the knowledge of the speakers",4,-4.199818963031177,-4.361139273738992,0.0
crepe,paper with a crinkled texture; usually colored and used for decorations,7,-4.485915504575771,-4.250192555375259,0.1428571428571429
swill,wet feed (especially for pigs) consisting of mostly kitchen waste mixed with water or skimmed or sour milk,13,-4.655366114624891,-4.410472314100011,0.07692307692307687
defector,a person who abandons their duty (as on a military post),5,-4.244803350006139,-4.262592656435977,0.0
draped,covered with or as if with clothes or a wrap or cloak,4,-4.6353221769156665,-4.578876182746644,0.0
keynote,set the keynote of,2,-4.915921357130434,-4.915921357130434,0.0
huckleberry,any of various dark-fruited as distinguished from blue-fruited blueberries,5,-5.398475835396444,-5.511375131296567,0.4
tundra,a vast treeless plain in the Arctic regions where the subsoil is permanently frozen,8,-5.010362962170402,-4.956476793014972,0.25
powerhouse,a highly energetic and indefatigable person,4,-4.668726347313065,-4.622896061874439,0.25
debatable,open to doubt or debate,3,-4.159417768509178,-4.10246235754048,0.0
ammonium,the ion NH4 derived from ammonia; behaves in many respects like an alkali metal ion,9,-5.1944530907643855,-5.8042145775275555,0.11111111111111116
medellin,city in western Colombia; important coffee center,6,-4.311965843452974,-4.120865994691848,0.0
persecute,cause to suffer,2,-4.2909199993592875,-4.2909199993592875,0.0
fagin,a villainous Jew in a novel by Charles Dickens,5,-4.824406074216102,-4.668874562628462,0.19999999999999996
fuego,a volcano in south central Guatemala,4,-4.923531340713966,-4.84773820523019,0.0
galveston,a town in southeast Texas on Galveston Island,4,-4.862750093074365,-4.770016956776878,0.0
beheading,execution by cutting off the victim's head,4,-3.989784818280223,-3.81687172686671,0.0
backhand,a return made with the back of the hand facing the direction of the stroke,7,-3.6152250775303614,-3.4566355488188214,0.0
astaire,United States dancer and cinema actor noted for his original and graceful tap dancing (1899-1987),10,-4.526852718653268,-4.435382090138473,0.0
quarreled,have a disagreement over something,2,-4.220457775482476,-4.220457775482476,0.0
clit,a female sexual organ homologous to the penis,5,-4.623568520870679,-4.674013940561849,0.19999999999999996
iwo,a bloody and prolonged operation on the island of Iwo Jima in which American marines landed and defeated Japanese defenders (February and March 1945),14,-4.71069366716948,-4.522874594077439,0.0714285714285714
hinted,drop a hint; intimate by a hint,4,-4.764508559668373,-5.039933836867812,0.0
backdrop,scenery hung at back of stage,4,-4.257863841586829,-4.4244179989074155,0.0
meticulously,in a meticulous manner,2,-5.228307112529244,-5.228307112529244,0.0
referencing,refer to,1,-5.207648817158528,-5.207648817158528,0.0
reelection,election again,1,-4.686857207927511,-4.686857207927511,0.0
unlicensed,lacking official approval,3,-4.699994042767837,-4.6318431294313465,0.0
aussie,a native or inhabitant of Australia,3,-5.138764560547794,-5.008922451901881,0.0
educating,give an education to,2,-3.8155386696639524,-3.8155386696639524,0.0
retriever,a dog with heavy water-resistant coat that can be trained to retrieve game,7,-4.182524191832763,-4.111189373685896,0.1428571428571429
sade,French soldier and writer whose descriptions of sexual perversion gave rise to the term `sadism' (1740-1814),10,-4.420939754264129,-4.415013693071141,0.09999999999999998
culmination,a final climactic stage,3,-4.230032191117493,-4.230032191117493,0.33333333333333337
canter,a smooth three-beat gait; between a trot and a gallop,5,-5.708486075876324,-5.913092364025806,0.19999999999999996
gam,a herd of whales,2,-4.952684439620214,-4.952684439620214,0.0
redwood,the soft reddish wood of either of two species of sequoia trees,6,-4.328572761495119,-4.310821651861069,0.33333333333333337
hydrate,any compound that contains water of crystallization,4,-4.554276745438079,-5.0000937121387885,0.25
tendon,a cord or band of inelastic tissue connecting a muscle with its bony attachment,8,-5.021221606080057,-4.865172962690961,0.125
stigma,the apical end of the style where deposited pollen enters the pistil,7,-4.76650926068549,-4.850657162132653,0.2857142857142857
lurk,"lie in wait, lie in ambush, behave in a sneaky and secretive manner",8,-4.521012981242223,-4.678205583604726,0.0
idealism,(philosophy) the philosophical theory that ideas are the only reality,5,-4.624932437561823,-4.468029974813918,0.0
frolic,gay or light-hearted recreational activity for diversion or amusement,6,-5.133275614959457,-5.404967328790083,0.16666666666666663
gruff,brusque and surly and forbidding,3,-5.542302492558958,-5.542302492558958,0.33333333333333337
digested,convert food into absorbable substances,4,-4.744439553557884,-5.080629461728405,0.25
prat,the fleshy part of the human body that you sit on,5,-3.5959313037363647,-3.5637410576550708,0.19999999999999996
analog,something having the property of being analogous to something else,5,-3.3467988834109748,-3.0849178902722505,0.19999999999999996
handover,act of relinquishing property or authority etc,5,-4.84238715105765,-4.40953892668582,0.0
majored,have as one's principal field of study,3,-4.353092040040476,-4.22215409466732,0.0
jaded,exhausted; - William Styron,3,-5.017115120579373,-5.017115120579373,0.33333333333333337
degrade,"reduce the level of land, as by erosion",4,-4.849558617914853,-4.671168728853786,0.0
lightening,descent of the uterus into the pelvic cavity that occurs late in pregnancy; the fetus is said to have dropped,10,-4.882550294874784,-5.290832541000975,0.0
